city,country,product,sub_product,infousa_industry,infousa_size,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Frankfurt,Germany,,Ethernet,Services,10-49 Emp,22.36070371,28.50033034,35.13678186,41.01915995,46.05084448,50.67844596,55.10209374,59.33168888,63.21837461,66.67350349,69.5134224,71.67994151,73.0988154
Frankfurt,Germany,,Ethernet,Transportation and Public Utilities,10-49 Emp,24.91106658,31.56642489,38.74074667,44.56416888,49.75840576,54.30953162,58.56677164,62.59500469,66.18154702,69.26627291,71.67139852,73.35278761,74.25122322
Frankfurt,Germany,,Ethernet,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,413.1662687,519.8167724,619.547649,710.5965774,785.4064123,850.9580394,911.1518009,963.7068353,1010.368403,1048.679555,1076.229361,1092.615429,1097.23875
Frankfurt,Germany,,Ethernet,Construction,50-249 Emp,457.4576936,576.7616432,689.0237272,792.993034,878.7795702,954.7395566,1024.931466,1087.146647,1142.998993,1189.714278,1224.473866,1246.717371,1255.651611
Frankfurt,Germany,,Ethernet,"Finance, Insurance, and Real Estate",50-249 Emp,1213.331093,1548.636098,1883.893818,2199.504835,2479.124823,2745.619094,3009.465582,3231.965518,3453.358794,3652.461478,3819.190999,3950.048038,4040.6519
Frankfurt,Germany,,Ethernet,Manufacturing,50-249 Emp,562.6902442,699.459293,817.8141282,919.3806409,1004.21074,1073.637884,1134.792107,1175.477136,1211.149264,1234.765838,1244.039767,1239.183862,1220.243764
Frankfurt,Germany,,Ethernet,Nonclassified Establishments,50-249 Emp,450.6923274,567.7267965,677.626165,778.8564669,862.2222023,935.7136886,1003.420917,1063.187843,1116.575486,1160.918811,1193.499264,1213.809677,1221.119433
Frankfurt,Germany,,Ethernet,Public Administration,50-249 Emp,1260.28345,1592.517658,1912.66395,2193.267268,2430.643243,2627.315645,2801.275378,2984.155564,3133.555582,3257.530535,3348.463782,3404.94665,3424.944837
Frankfurt,Germany,,Ethernet,Wholesale & retail trade,50-249 Emp,506.1269874,639.0303286,765.3334794,882.5630434,980.6602052,1067.783904,1148.735751,1221.189773,1286.833591,1342.46951,1384.84198,1413.225298,1426.622327
Frankfurt,Germany,,Ethernet,Services,50-249 Emp,700.4454015,891.033935,1079.146796,1253.3406,1401.991127,1537.003489,1665.134071,1785.457676,1895.624855,1992.409235,2070.614327,2128.70904,2164.716896
Frankfurt,Germany,,Ethernet,Transportation and Public Utilities,50-249 Emp,693.3353636,876.9259906,1059.082733,1210.561274,1346.846925,1463.437471,1571.475513,1673.038733,1762.071213,1837.313566,1894.333356,1932.166176,1949.478833
Frankfurt,Germany,,Ethernet,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,2406.577877,2998.392079,3519.750053,3947.004625,4255.684275,4504.971723,4718.414013,4927.640411,5088.399815,5209.150425,5283.198435,5310.063024,5288.849445
Frankfurt,Germany,,Ethernet,Construction,250+ Emp,16240.01669,20257.18811,23765.36141,26662.38604,28831.34516,30596.81443,32135.01979,33559.52834,34708.2024,35587.68007,36150.93701,36393.20302,36306.8052
Frankfurt,Germany,,Ethernet,"Finance, Insurance, and Real Estate",250+ Emp,46717.2226,59280.43961,70922.03827,81327.30391,90219.99056,98594.41236,106841.8203,113244.0452,119810.3243,125632.2545,130479.3679,134260.8224,136871.7995
Frankfurt,Germany,,Ethernet,Manufacturing,250+ Emp,19516.6628,23916.60163,27486.27049,30291.63418,32365.10944,33994.45088,35381.14461,36086.40831,36705.46477,36997.48827,36928.35474,36510.0532,35752.40898
Frankfurt,Germany,,Ethernet,Nonclassified Establishments,250+ Emp,15453.736,19252.50284,22568.1324,25285.82254,27313.31628,28956.47867,30386.759,31692.91596,32741.11156,33532.85275,34024.7071,34213.18632,34092.11775
Frankfurt,Germany,,Ethernet,Public Administration,250+ Emp,59278.22901,74046.75086,87166.87521,97517.65596,105347.6557,111396.2071,116386.1215,121863.1814,125870.1538,128889.5962,130755.1318,131453.9999,130963.1543
Frankfurt,Germany,,Ethernet,Wholesale & retail trade,250+ Emp,18687.06296,23375.7425,27475.29946,30948.37086,33668.24143,35968.40899,38039.62447,39813.14411,41374.87063,42629.37195,43515.55054,44022.21806,44134.43322
Frankfurt,Germany,,Ethernet,Services,250+ Emp,18000.40574,22678.7626,26997.42044,30598.10779,33498.72649,35996.32549,38300.72924,40449.54968,42338.82312,43934.41049,45166.16314,46014.30666,46454.78349
Frankfurt,Germany,,Ethernet,Transportation and Public Utilities,250+ Emp,43150.63153,53688.17276,63105.13059,70125.63203,75806.90459,80236.90721,84095.23055,87525.58811,90259.69855,92275.76811,93458.13789,93801.63847,93293.93675
Frankfurt,Germany,,IP-VPN,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,Construction,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,"Finance, Insurance, and Real Estate",1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,Manufacturing,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,Nonclassified Establishments,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,Public Administration,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,Wholesale & retail trade,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,Services,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,Transportation and Public Utilities,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,IP-VPN,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,126.2585638,134.1795572,138.131604,140.4583987,142.5697889,142.9581127,142.8179487,142.0057155,141.1578861,140.0287389,138.5199735,136.704969,134.6018483
Frankfurt,Germany,,IP-VPN,Construction,10-49 Emp,135.6146679,144.2445502,148.6723449,151.4154013,153.8938358,154.5138978,154.5619981,153.885667,153.1723955,152.1528421,150.7187899,148.948466,146.8602207
Frankfurt,Germany,,IP-VPN,"Finance, Insurance, and Real Estate",10-49 Emp,202.4120598,217.3521795,227.9580502,234.5747531,241.265605,245.1657705,248.321114,250.2766889,252.136815,253.4777959,254.0987516,254.10794,253.5162613
Frankfurt,Germany,,IP-VPN,Manufacturing,10-49 Emp,217.9805148,229.9492268,233.1970771,232.3915404,233.8754473,231.9288011,229.2730477,224.1386764,219.6808958,214.8007953,209.3689167,203.5206736,197.3042386
Frankfurt,Germany,,IP-VPN,Nonclassified Establishments,10-49 Emp,136.0141582,144.6569956,149.0967878,151.822861,154.2869501,154.8795813,154.8913351,154.207503,153.4717626,152.4292455,150.9716815,149.1775932,147.0655006
Frankfurt,Germany,,IP-VPN,Public Administration,10-49 Emp,125.1468785,134.707389,141.4898708,145.1671975,149.2705045,151.0497894,152.1416675,153.7176484,154.6407124,155.2464487,155.4132861,155.2090936,154.6419424
Frankfurt,Germany,,IP-VPN,Wholesale & retail trade,10-49 Emp,150.6869493,160.5553996,166.0484949,169.534072,172.7841375,173.8612841,174.2776808,174.0333869,173.6738911,172.9649016,171.7803498,170.2058961,168.2594885
Frankfurt,Germany,,IP-VPN,Services,10-49 Emp,201.9689838,217.0416432,227.8874045,234.9623387,241.4431903,245.1120245,247.9060731,250.3200189,252.2200263,253.6005233,254.2602693,254.3072926,253.752247
Frankfurt,Germany,,IP-VPN,Transportation and Public Utilities,10-49 Emp,225.0046719,240.3912042,251.2617189,255.2685466,260.8818225,262.6741801,263.4937692,264.0879276,264.0420863,263.4624271,262.1535304,260.2422439,257.7526685
Frankfurt,Germany,,IP-VPN,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,3224.606118,3379.765577,3464.489838,3533.230269,3571.084007,3586.109366,3583.716854,3563.017188,3538.670458,3506.163987,3460.790209,3405.50951,3340.944119
Frankfurt,Germany,,IP-VPN,Construction,50-249 Emp,3570.283901,3750.012026,3852.997756,3942.922158,3995.632859,4023.465679,4031.231861,4019.398895,4003.190082,3977.700656,3937.494479,3885.820896,3823.28993
Frankfurt,Germany,,IP-VPN,"Finance, Insurance, and Real Estate",50-249 Emp,9469.589272,10068.98441,10534.67154,10936.38403,11272.07885,11570.59443,11836.7461,11949.22384,12094.89401,12211.67022,12281.22861,12311.67509,12303.24047
Frankfurt,Germany,,IP-VPN,Manufacturing,50-249 Emp,4391.58407,4547.772536,4573.189392,4571.346967,4565.943003,4524.527291,4463.332669,4345.974406,4241.876635,4128.32642,4000.411809,3862.340137,3715.477809
Frankfurt,Germany,,IP-VPN,Nonclassified Establishments,50-249 Emp,3517.482782,3691.268897,3789.262967,3872.63228,3920.349858,3943.286822,3946.627169,3930.8184,3910.645537,3881.425651,3837.890619,3783.252815,3718.144102
Frankfurt,Germany,,IP-VPN,Public Administration,50-249 Emp,9836.03462,10354.2953,10695.55316,10905.36958,11051.64292,11072.03975,11017.8982,11033.02081,10974.82912,10891.25481,10767.52883,10612.68026,10428.49545
Frankfurt,Germany,,IP-VPN,Wholesale & retail trade,50-249 Emp,3950.129291,4154.873066,4279.719351,4388.282407,4458.863488,4499.857435,4518.175419,4514.98318,4506.950138,4488.423777,4453.184181,4404.799771,4343.872719
Frankfurt,Germany,,IP-VPN,Services,50-249 Emp,5466.710857,5793.360241,6034.552978,6231.8636,6374.569919,6477.24371,6549.258892,6601.194634,6639.154248,6661.437684,6658.396479,6634.849453,6591.271208
Frankfurt,Germany,,IP-VPN,Transportation and Public Utilities,50-249 Emp,5411.219707,5701.63264,5922.355403,6019.156114,6123.840394,6167.221625,6180.883663,6185.559284,6171.401767,6142.889527,6091.536403,6022.256426,5935.900313
Frankfurt,Germany,,IP-VPN,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,6005.419912,6084.866742,6097.84556,6114.213754,6075.977632,6018.388835,5944.124897,5897.150259,5829.082171,5754.236626,5672.026594,5583.914813,5490.460762
Frankfurt,Germany,,IP-VPN,Construction,250+ Emp,40525.64452,41109.46367,41172.66889,41302.08675,41163.44094,40875.62313,40482.7916,40162.34237,39760.42983,39311.5797,38811.54165,38270.08164,37690.8232
Frankfurt,Germany,,IP-VPN,"Finance, Insurance, and Real Estate",250+ Emp,116579.0401,120302.3374,122869.985,125982.2492,128809.989,131716.5894,134596.3118,135524.7328,137250.2654,138778.4305,140082.2729,141184.9523,142089.3622
Frankfurt,Germany,,IP-VPN,Manufacturing,250+ Emp,48702.24915,48535.79186,47619.01553,46924.07126,46208.71012,45414.67432,44572.16809,43186.38422,42048.41954,40868.91042,39646.17508,38392.95804,37115.29336
Frankfurt,Germany,,IP-VPN,Nonclassified Establishments,250+ Emp,38563.54483,39070.57888,39098.51094,39169.68401,38996.10217,38684.22682,38280.38197,37928.47529,37507.00349,37041.73497,36528.82736,35977.63662,35391.71171
Frankfurt,Germany,,IP-VPN,Public Administration,250+ Emp,147924.0129,150268.744,151013.6046,151062.3498,150408.2442,148819.0672,146619.9533,145839.6782,144192.1814,142376.6208,140378.3322,138233.3757,135955.4791
Frankfurt,Germany,,IP-VPN,Wholesale & retail trade,250+ Emp,46632.05003,47438.18499,47600.0086,47941.4069,48069.23367,48051.77134,47921.24605,47646.35273,47397.51778,47090.11515,46718.16949,46292.54199,45816.84096
Frankfurt,Germany,,IP-VPN,Services,250+ Emp,44918.55264,46023.75029,46772.09969,47398.82247,47827.21172,48089.06621,48250.17848,48407.97066,48501.78601,48531.71311,48490.2624,48387.36704,48225.64314
Frankfurt,Germany,,IP-VPN,Transportation and Public Utilities,250+ Emp,107678.9013,108953.5218,109327.4621,108629.9978,108231.9615,107191.995,105940.7996,104746.1871,103398.1642,101931.5169,100336.3871,98639.19809,96850.30826
Frankfurt,Germany,,Legacy Data Services,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,Construction,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,"Finance, Insurance, and Real Estate",1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,Manufacturing,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,Nonclassified Establishments,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,Public Administration,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,Wholesale & retail trade,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,Services,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,Transportation and Public Utilities,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,Legacy Data Services,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,70.54831085,55.93234476,43.82824357,34.09709932,26.39977486,20.49659733,15.92651214,12.32503143,9.516913819,7.300484791,5.598386498,4.281375028,3.265353802
Frankfurt,Germany,,Legacy Data Services,Construction,10-49 Emp,75.77613319,60.12790677,47.17275089,36.7569759,28.49665871,22.15340622,17.23616368,13.35612214,10.32693623,7.932582401,6.091410622,4.664821238,3.56273399
Frankfurt,Germany,,Legacy Data Services,"Finance, Insurance, and Real Estate",10-49 Emp,113.099884,90.60260211,72.32958033,56.94439584,44.67536706,35.15060447,27.69182217,21.72214016,16.99915184,13.21522145,10.26958773,7.958243191,6.150140566
Frankfurt,Germany,,Legacy Data Services,Manufacturing,10-49 Emp,121.7989233,95.8536434,73.9918889,56.41440816,43.30692499,33.25275603,25.56765458,19.45355664,14.81096247,11.19877214,8.461798589,6.37393312,4.786473244
Frankfurt,Germany,,Legacy Data Services,Nonclassified Establishments,10-49 Emp,75.99935266,60.29983341,47.3074238,36.85588914,28.56945203,22.20583605,17.27289008,13.3840551,10.34711966,7.946992863,6.101631425,4.671997125,3.567713946
Frankfurt,Germany,,Legacy Data Services,Public Administration,10-49 Emp,69.92714496,56.15236985,44.8937994,35.24018783,27.64055233,21.65674023,16.96625765,13.34153939,10.42593066,8.093869491,6.281142136,4.86089381,3.751513526
Frankfurt,Germany,,Legacy Data Services,Wholesale & retail trade,10-49 Emp,84.19793021,66.92703528,52.68608826,41.15538939,31.99459271,24.92733475,19.43478131,15.10479317,11.7091542,9.017631981,6.94262904,5.330569023,4.081866387
Frankfurt,Germany,,Legacy Data Services,Services,10-49 Emp,112.8523106,90.47315601,72.30716493,57.03848451,44.70825071,35.14289864,27.6455384,21.72590088,17.00476197,13.22161992,10.27611559,7.964486586,6.155865426
Frankfurt,Germany,,Legacy Data Services,Transportation and Public Utilities,10-49 Emp,125.7237455,100.2063503,79.72368016,61.96793546,48.30771953,37.66087,29.38381873,22.92085213,17.80180938,13.73577637,10.59512753,8.150359509,6.252913064
Frankfurt,Germany,,Legacy Data Services,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,956.2232623,773.2161039,617.7855371,493.3769543,393.6448416,314.9637622,251.7292723,199.6516223,157.1691313,122.4428951,95.01310841,73.23392276,56.06883382
Frankfurt,Germany,,Legacy Data Services,Construction,50-249 Emp,1058.730398,857.9203564,687.064012,550.5859447,440.443367,353.3762521,283.1638503,225.2247092,177.80065,138.9099842,108.1006265,83.56279919,64.16372143
Frankfurt,Germany,,Legacy Data Services,"Finance, Insurance, and Real Estate",50-249 Emp,2808.107786,2303.562397,1878.535664,1527.146388,1242.534671,1016.231682,831.442774,669.5678968,537.1915828,426.4581638,337.1708871,264.7569358,206.4770678
Frankfurt,Germany,,Legacy Data Services,Manufacturing,50-249 Emp,1302.278385,1040.430433,815.4881085,638.3385944,503.3093332,397.3839034,313.5156963,243.5241804,188.4018514,144.1701645,109.8279693,83.05785623,62.35438259
Frankfurt,Germany,,Legacy Data Services,Nonclassified Establishments,50-249 Emp,1043.072778,844.4812192,675.6988667,540.7707322,432.1448322,346.3342375,277.2210043,220.261152,173.690308,135.547851,105.3660856,81.35711958,62.39912921
Frankfurt,Germany,,Legacy Data Services,Public Administration,50-249 Emp,2916.773326,2368.83526,1907.223968,1522.81556,1218.235756,972.4442118,773.9248406,618.2289858,487.4441909,380.3463771,295.6135224,228.2208299,175.0144742
Frankfurt,Germany,,Legacy Data Services,Wholesale & retail trade,50-249 Emp,1171.369581,950.5436669,763.1567247,612.7756313,491.5058307,395.217179,317.3679888,252.99449,200.1750223,156.7455498,122.2584571,94.72320227,72.90031469
Frankfurt,Germany,,Legacy Data Services,Services,50-249 Emp,1621.096003,1325.393532,1076.077497,870.2115766,702.6764314,568.8886867,460.036393,369.8941509,294.8763152,232.6319358,182.8007213,142.6793996,110.6169025
Frankfurt,Germany,,Legacy Data Services,Transportation and Public Utilities,50-249 Emp,1604.640682,1304.408272,1056.070499,840.5093032,675.0382173,541.659812,434.1607917,346.6042627,274.10121,214.523103,167.2380508,129.5058671,99.61825052
Frankfurt,Germany,,Legacy Data Services,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,1651.708462,1289.423702,988.1124947,755.4012602,575.777771,441.3550834,338.7681967,261.3414804,200.6273195,153.1900358,117.0820015,89.35700458,68.10284437
Frankfurt,Germany,,Legacy Data Services,Construction,250+ Emp,11146.02325,8711.368561,6671.738104,5102.806287,3900.770494,2997.59031,2307.199553,1779.857312,1368.487907,1046.557987,801.1480379,612.4197762,467.5112669
Frankfurt,Germany,,Legacy Data Services,"Finance, Insurance, and Real Estate",250+ Emp,32063.46763,25492.86481,19910.207,15564.90395,12206.41892,9659.360317,7670.927282,6005.991497,4723.926006,3694.577425,2891.578981,2259.322511,1762.454945
Frankfurt,Germany,,Legacy Data Services,Manufacturing,250+ Emp,13394.88632,10285.05686,7716.322719,5797.393417,4378.875257,3330.459018,2540.261732,1913.872479,1447.23671,1088.017448,818.3765454,614.3861148,460.3724818
Frankfurt,Germany,,Legacy Data Services,Nonclassified Establishments,250+ Emp,10606.37461,8279.315325,6335.635563,4839.351363,3695.387005,2836.885522,2181.67959,1680.859983,1290.928718,986.1298859,754.0282379,575.7347574,438.9934359
Frankfurt,Germany,,Legacy Data Services,Public Administration,250+ Emp,40684.47291,31842.94552,24470.68036,18663.50998,14253.13403,10913.56069,8356.179931,6463.11451,4962.855215,3790.368917,2897.690239,2212.08969,1686.371187
Frankfurt,Germany,,Legacy Data Services,Wholesale & retail trade,250+ Emp,12825.50642,10052.46667,7713.242781,5923.083596,4555.18402,3523.849011,2731.132738,2111.522992,1631.34378,1253.63917,964.3566895,740.7997839,568.3051613
Frankfurt,Germany,,Legacy Data Services,Services,250+ Emp,12354.23244,9752.738556,7579.086032,5856.048163,4532.249298,3526.584009,2749.87929,2145.275287,1669.350857,1292.017578,1000.93624,774.3223749,598.1835791
Frankfurt,Germany,,Legacy Data Services,Transportation and Public Utilities,250+ Emp,29615.60641,23087.97537,17715.7375,13421.06125,10256.38363,7860.863298,6037.789291,4641.991879,3558.792948,2713.6341,2071.144208,1578.480971,1201.316566
Frankfurt,Germany,,DC / Colocation,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,2.050295698,2.25180495,2.472022432,2.717541706,3.047562044,3.180986928,3.532908322,3.883735899,4.291492062,4.729128498,5.103133467,5.566997601,6.066623486
Frankfurt,Germany,,DC / Colocation,Construction,1-9 Emp,2.751161355,3.021402454,3.31671669,3.645946264,4.088505591,4.267286851,4.739146725,5.209490281,5.756142484,6.342813494,6.844083374,7.465808849,8.135425523
Frankfurt,Germany,,DC / Colocation,"Finance, Insurance, and Real Estate",1-9 Emp,5.108645104,5.490653402,6.234712406,7.090582261,8.227533837,8.887078823,10.21590608,11.62539326,13.29977989,15.17605193,16.88441919,18.99901949,21.36489802
Frankfurt,Germany,,DC / Colocation,Manufacturing,1-9 Emp,3.279042188,3.551667295,3.845094049,4.168370116,4.609575771,4.744297363,5.1955042,5.631375366,6.135177692,6.665596801,7.090835078,7.625449191,8.191382826
Frankfurt,Germany,,DC / Colocation,Nonclassified Establishments,1-9 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,DC / Colocation,Public Administration,1-9 Emp,2.444221719,2.6945258,2.969188039,3.276433535,3.688277324,3.864423065,4.308367067,4.754372689,5.273762609,5.834014496,6.319801624,6.921065557,7.571632455
Frankfurt,Germany,,DC / Colocation,Wholesale & retail trade,1-9 Emp,3.930557566,4.332518644,4.773557958,5.266888965,5.928251192,6.210690322,6.923442111,7.639391231,8.473138307,9.372414001,10.15170439,11.11629097,12.15983738
Frankfurt,Germany,,DC / Colocation,Services,1-9 Emp,4.2484177,4.767569925,5.34827067,6.008557693,6.886796774,7.347408327,8.341580391,9.374424792,10.59050515,11.93263897,13.16651745,14.68808715,16.36937788
Frankfurt,Germany,,DC / Colocation,Transportation and Public Utilities,1-9 Emp,4.22284999,4.707004455,5.244657877,5.852179822,6.661867393,7.05881976,7.958910854,8.882716047,9.965576553,11.15054024,12.21782657,13.53448373,14.97794196
Frankfurt,Germany,,DC / Colocation,"Agriculture, Forestry, and Fishing plus mining",10-49 Emp,27.19934449,30.59837518,34.41033475,38.75466955,44.53006257,47.62733617,54.20761023,61.07310071,69.17018352,78.13381617,86.43310718,96.66848083,108.0104881
Frankfurt,Germany,,DC / Colocation,Construction,10-49 Emp,37.21567335,41.86006942,47.06784519,53.00209148,60.89134144,65.11657032,74.10170624,83.47383618,94.52605451,106.7587771,118.0800121,132.0421635,147.5111724
Frankfurt,Germany,,DC / Colocation,"Finance, Insurance, and Real Estate",10-49 Emp,56.55653956,65.9255512,76.83356929,89.69471356,106.8437224,118.488231,139.8526761,163.424985,192.0037375,225.0164469,258.2854156,299.7830518,347.6532101
Frankfurt,Germany,,DC / Colocation,Manufacturing,10-49 Emp,44.405476,49.1548121,54.38963135,60.26724271,68.12582443,71.67829527,80.24849836,88.92930988,99.06172275,110.050588,119.7222659,131.6730724,144.6677752
Frankfurt,Germany,,DC / Colocation,Nonclassified Establishments,10-49 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,DC / Colocation,Public Administration,10-49 Emp,29.33536991,33.16718298,37.48746816,42.43438788,49.00646655,52.6831614,60.2698752,68.25324475,77.70234567,88.22759216,98.10785363,110.2997721,123.8880109
Frankfurt,Germany,,DC / Colocation,Wholesale & retail trade,10-49 Emp,51.42130139,57.95182485,65.28980843,73.66680466,84.80000456,90.8650855,103.6101994,116.9491199,132.7008828,150.1775057,166.4406807,186.5007403,208.7760202
Frankfurt,Germany,,DC / Colocation,Services,10-49 Emp,51.78318757,59.45141685,68.23827332,78.44754386,92.01629732,100.4761186,116.7615596,134.3258416,155.3582547,179.2235092,202.4930903,231.3244785,264.0222746
Frankfurt,Germany,,DC / Colocation,Transportation and Public Utilities,10-49 Emp,53.01934719,60.60175788,69.24987661,79.25543344,92.54738453,100.6012004,116.3784518,133.2773481,153.4430267,176.204128,198.1673429,225.3393372,256.0015364
Frankfurt,Germany,,DC / Colocation,"Agriculture, Forestry, and Fishing plus mining",50-249 Emp,602.3313763,677.6583984,762.208381,858.6559009,986.955666,1056.062819,1202.606999,1355.767752,1536.628745,1737.190927,1922.593526,2151.256703,2404.774656
Frankfurt,Germany,,DC / Colocation,Construction,50-249 Emp,771.2080343,867.7985605,976.2414634,1099.971771,1264.568417,1353.381476,1541.499897,1738.192618,1970.506778,2228.21183,2466.517277,2760.431821,3086.367276
Frankfurt,Germany,,DC / Colocation,"Finance, Insurance, and Real Estate",50-249 Emp,2049.215738,2407.931256,2829.189321,3329.919337,3999.510483,4472.589072,5323.722067,6274.202858,7434.98018,8789.187892,10175.18889,11911.6535,13933.08315
Frankfurt,Germany,,DC / Colocation,Manufacturing,50-249 Emp,796.1486828,878.9369544,969.9867408,1072.047034,1208.795516,1268.714477,1417.019422,1566.660438,1741.230278,1930.159977,2094.579979,2297.930835,2518.411631
Frankfurt,Germany,,DC / Colocation,Nonclassified Establishments,50-249 Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,DC / Colocation,Public Administration,50-249 Emp,2791.488993,3142.376847,3536.306804,3985.707992,4583.264871,4906.123997,5588.869835,6302.555824,7145.139646,8079.389242,8945.208097,10013.07686,11197.53365
Frankfurt,Germany,,DC / Colocation,Wholesale & retail trade,50-249 Emp,829.6130088,937.0263514,1058.109965,1196.761022,1381.122112,1483.833486,1696.659886,1920.64239,2185.92177,2481.599935,2757.828934,3098.660697,3478.277372
Frankfurt,Germany,,DC / Colocation,Services,50-249 Emp,1239.36513,1420.442198,1627.651837,1868.129463,2187.808297,2385.326096,2767.89397,3179.792554,3672.729583,4231.472126,4773.50912,5444.751841,6204.745994
Frankfurt,Germany,,DC / Colocation,Transportation and Public Utilities,50-249 Emp,1173.635037,1339.45752,1528.401162,1746.8382,2037.158252,2211.73722,2555.680219,2923.672644,3362.745353,3858.10772,4333.66481,4921.797368,5584.590775
Frankfurt,Germany,,DC / Colocation,"Agriculture, Forestry, and Fishing plus mining",250+ Emp,18107.1595,19721.14473,21469.4677,23405.23736,26029.04601,26942.49473,29674.29099,32349.83294,35449.31301,38740.12796,41450.37316,44834.57148,48442.73576
Frankfurt,Germany,,DC / Colocation,Construction,250+ Emp,25707.95866,27937.04233,30346.84578,33011.27813,36633.43795,37839.08174,41589.12583,45246.13912,49481.26699,53967.34772,57619.31456,62189.87543,67050.15814
Frankfurt,Germany,,DC / Colocation,"Finance, Insurance, and Real Estate",250+ Emp,94028.15196,107204.7825,122196.3121,139502.9373,162494.6393,176199.3579,203332.1312,232288.8637,266786.8781,305622.7106,342852.6952,388879.1315,440675.2787
Frankfurt,Germany,,DC / Colocation,Manufacturing,250+ Emp,20030.86711,21346.4988,22737.66145,24252.29574,26387.55074,26721.8086,28792.69074,30706.82542,32916.92612,35189.18065,36823.18651,38951.47203,41155.80468
Frankfurt,Germany,,DC / Colocation,Nonclassified Establishments,250+ Emp,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfurt,Germany,,DC / Colocation,Public Administration,250+ Emp,139332.4667,151538.7113,164743.4288,179349.8956,199183.5641,205895.1673,226468.4653,246561.0206,269830.5706,294497.2879,314668.0784,339890.9233,366737.9476
Frankfurt,Germany,,DC / Colocation,Wholesale & retail trade,250+ Emp,27323.45036,29738.74869,32354.06141,35249.19971,39177.34416,40529.10766,44614.30815,48611.90326,53243.60865,58159.70565,62192.6634,67231.48159,72600.00775
Frankfurt,Germany,,DC / Colocation,Services,250+ Emp,56853.75083,62902.75245,69570.51817,77058.53367,87077.61871,91593.17752,102522.3729,113594.8862,126525.4677,140555.8703,152866.5934,168079.8194,184616.8163
Frankfurt,Germany,,DC / Colocation,Transportation and Public Utilities,250+ Emp,41965.31169,46503.44094,51503.14807,57112.64417,64599.90906,68000.82449,76156.73265,84411.38975,94034.66892,104458.3515,113556.9586,124774.1007,136927.3127
Frankfurt,Germany,,Cloud,"Agriculture, Forestry, and Fishing plus mining",1-9 Emp,34.68630962,35.57710929,36.48973428,36.89549636,39.49341284,38.80050216,40.39893528,41.75804991,43.0307977,43.90206982,45.6212018,47.2881127,49.20764604
Frankfurt,Germany,,Cloud,Construction,1-9 Emp,37.8299684,38.82299744,39.846715,40.32618619,43.21122683,42.51028818,44.3409791,45.92665878,47.45334498,48.58178844,50.67552802,52.78019502,55.2404113
